date,home_team,away_team,home_score,away_score,tournament,country
2024-01-01,China PR,Hong Kong,1,2,Friendly,United Arab Emirates
2024-01-02,Indonesia,Libya,0,4,Friendly,Turkey
2024-01-04,Tajikistan,Hong Kong,2,1,Friendly,United Arab Emirates
2024-01-04,Saudi Arabia,Lebanon,1,0,Friendly,Qatar
2024-01-05,Indonesia,Libya,1,2,Friendly,Turkey
2024-01-05,Iran,Burkina Faso,2,1,Friendly,Iran
2024-01-05,Kyrgyzstan,Syria,1,1,Friendly,United Arab Emirates
2024-01-05,Qatar,Jordan,1,2,Friendly,Qatar
2024-01-05,Togo,Algeria,0,3,Friendly,Togo
2024-01-06,DR Congo,Angola,0,0,Friendly,United Arab Emirates
2024-01-06,Iraq,South Korea,0,1,Friendly,United Arab Emirates
2024-01-06,Bahrain,Australia,0,2,Friendly,United Arab Emirates
2024-01-06,Mozambique,Lesotho,2,0,Friendly,South Africa
2024-01-06,United Arab Emirates,Oman,0,1,Friendly,United Arab Emirates
2024-01-06,Ivory Coast,Sierra Leone,5,1,Friendly,Ivory Coast
2024-01-06,Tunisia,Mauritania,0,0,Friendly,Tunisia
2024-01-06,Mali,Guinea-Bissau,6,2,Friendly,Mali
2024-01-07,Uzbekistan,Palestine,1,0,Friendly,Qatar
2024-01-07,Egypt,Tanzania,2,0,Friendly,Egypt
2024-01-08,Nigeria,Guinea,0,2,Friendly,United Arab Emirates
2024-01-08,Botswana,Mozambique,1,1,Friendly,South Africa
2024-01-08,Syria,Malaysia,2,2,Friendly,Qatar
2024-01-08,Senegal,Niger,1,0,Friendly,Senegal
2024-01-08,Ghana,Namibia,0,0,Friendly,Ghana
2024-01-09,Japan,Jordan,6,1,Friendly,Qatar
2024-01-09,Kyrgyzstan,Vietnam,2,1,Friendly,Qatar
2024-01-09,Zambia,Cameroon,1,1,Friendly,Saudi Arabia
2024-01-09,Equatorial Guinea,Djibouti,1,1,Friendly,Equatorial Guinea
2024-01-09,Saudi Arabia,Palestine,0,0,Friendly,Qatar
2024-01-09,Burundi,Algeria,0,4,Friendly,Togo
2024-01-09,Indonesia,Iran,0,5,Friendly,Qatar
2024-01-10,South Africa,Lesotho,0,0,Friendly,South Africa
2024-01-10,DR Congo,Burkina Faso,1,2,Friendly,United Arab Emirates
2024-01-10,Bahrain,Angola,0,3,Friendly,United Arab Emirates
2024-01-10,Saudi Arabia,Hong Kong,2,0,Friendly,Qatar
2024-01-10,Tunisia,Cape Verde,2,0,Friendly,Tunisia
2024-01-11,Morocco,Sierra Leone,3,1,Friendly,Ivory Coast
2024-01-12,Kuwait,Libya,1,3,Friendly,Egypt
2024-01-12,Sweden,Estonia,2,1,Friendly,Cyprus
2024-01-13,Guatemala,Iceland,0,1,Friendly,United States
2024-01-17,Honduras,Iceland,0,2,Friendly,United States
2024-01-19,Kuwait,Uganda,0,2,Friendly,Egypt
2024-01-20,United States,Slovenia,0,1,Friendly,United States
2024-02-03,Costa Rica,El Salvador,2,0,Friendly,Costa Rica
2024-03-01,Trinidad and Tobago,Jamaica,0,1,Friendly,Trinidad and Tobago
2024-03-03,Trinidad and Tobago,Jamaica,0,0,Friendly,Trinidad and Tobago
2024-03-14,Kazakhstan,Turkmenistan,2,0,Friendly,United Arab Emirates
2024-03-18,Solomon Islands,Fiji,2,1,Friendly,Solomon Islands
2024-03-20,Bonaire,El Salvador,1,1,Friendly,United States
2024-03-20,San Marino,Saint Kitts and Nevis,1,3,Friendly,San Marino
2024-03-21,Gibraltar,Lithuania,0,1,UEFA Nations League,Portugal
2024-03-21,Belize,Puerto Rico,1,1,Friendly,Belize
2024-03-21,Cyprus,Latvia,1,1,Friendly,Cyprus
2024-03-21,Ecuador,Guatemala,2,0,Friendly,United States
2024-03-21,Ethiopia,Lesotho,1,2,Friendly,Ethiopia
2024-03-21,Malta,Slovenia,2,2,Friendly,Malta
2024-03-21,Montenegro,Belarus,2,0,Friendly,Turkey
2024-03-21,Portugal,Sweden,5,2,Friendly,Portugal
2024-03-21,Solomon Islands,Fiji,0,2,Friendly,Solomon Islands
2024-03-21,Venezuela,Italy,1,2,Friendly,United States
2024-03-22,Albania,Chile,0,3,Friendly,Italy
2024-03-22,Argentina,El Salvador,3,0,Friendly,United States
2024-03-22,Armenia,Kosovo,0,1,Friendly,Armenia
2024-03-22,Burkina Faso,Libya,1,2,Friendly,Morocco
2024-03-22,Comoros,Uganda,4,0,Friendly,Morocco
2024-03-22,Hungary,Turkey,1,0,Friendly,Hungary
2024-03-22,Liechtenstein,Faroe Islands,0,4,Friendly,Spain
2024-03-22,Mauritania,Mali,0,2,Friendly,Morocco
2024-03-22,Morocco,Angola,1,0,Friendly,Morocco
2024-03-22,Netherlands,Scotland,4,0,Friendly,Netherlands
2024-03-22,Niger,Togo,1,2,Friendly,Morocco
2024-03-22,Nigeria,Ghana,2,1,Friendly,Morocco
2024-03-22,North Macedonia,Moldova,1,1,Friendly,Turkey
2024-03-22,Norway,Czech Republic,1,2,Friendly,Norway
2024-03-22,Peru,Nicaragua,2,0,Friendly,Peru
2024-03-22,Romania,Northern Ireland,1,1,Friendly,Romania
2024-03-22,Senegal,Gabon,3,0,Friendly,France
2024-03-22,Spain,Colombia,0,1,Friendly,England
2024-03-23,Denmark,Switzerland,0,0,Friendly,Denmark
2024-03-23,Dominican Republic,Aruba,2,0,Friendly,Dominican Republic
2024-03-23,England,Brazil,0,1,Friendly,England
2024-03-23,France,Germany,0,2,Friendly,France
2024-03-23,Ivory Coast,Benin,2,2,Friendly,France
2024-03-23,Republic of Ireland,Belgium,0,0,Friendly,Republic of Ireland
2024-03-23,Slovakia,Austria,0,2,Friendly,Slovakia
2024-03-24,Belize,Puerto Rico,3,0,Friendly,Belize
2024-03-24,Ecuador,Italy,0,2,Friendly,United States
2024-03-24,Ethiopia,Lesotho,2,1,Friendly,Ethiopia
2024-03-24,Guatemala,Venezuela,0,0,Friendly,United States
2024-03-24,San Marino,Saint Kitts and Nevis,0,0,Friendly,San Marino
2024-03-24,Suriname,Martinique,1,1,Friendly,Netherlands
2024-03-25,Comoros,Angola,0,0,Friendly,Morocco
2024-03-25,Cyprus,Serbia,0,1,Friendly,Cyprus
2024-03-25,Gabon,Congo,1,1,Friendly,France
2024-03-25,Montenegro,North Macedonia,1,0,Friendly,Turkey
2024-03-25,Sweden,Albania,1,0,Friendly,Sweden
2024-03-26,Lithuania,Gibraltar,1,0,UEFA Nations League,Lithuania
2024-03-26,Argentina,Costa Rica,3,1,Friendly,United States
2024-03-26,Austria,Turkey,6,1,Friendly,Austria
2024-03-26,Colombia,Romania,3,2,Friendly,Spain
2024-03-26,Czech Republic,Armenia,2,1,Friendly,Czech Republic
2024-03-26,Denmark,Faroe Islands,2,0,Friendly,Denmark
2024-03-26,El Salvador,Honduras,1,1,Friendly,United States
2024-03-26,England,Belgium,2,2,Friendly,England
2024-03-26,France,Chile,3,2,Friendly,France
2024-03-26,Germany,Netherlands,2,1,Friendly,Germany
2024-03-26,Hungary,Kosovo,2,0,Friendly,Hungary
2024-03-26,Ivory Coast,Uruguay,2,1,Friendly,France
2024-03-26,Latvia,Liechtenstein,1,1,Friendly,Cyprus
2024-03-26,Malta,Belarus,0,0,Friendly,Malta
2024-03-26,Morocco,Mauritania,0,0,Friendly,Morocco
2024-03-26,Nicaragua,Cuba,0,1,Friendly,Nicaragua
2024-03-26,Norway,Slovakia,1,1,Friendly,Norway
2024-03-26,Peru,Dominican Republic,4,1,Friendly,Peru
2024-03-26,Republic of Ireland,Switzerland,0,1,Friendly,Republic of Ireland
2024-03-26,Scotland,Northern Ireland,0,1,Friendly,Scotland
2024-03-26,Senegal,Benin,1,0,Friendly,France
2024-03-26,Slovenia,Portugal,2,0,Friendly,Slovenia
2024-03-26,Spain,Brazil,3,3,Friendly,Spain
2024-03-26,Finland,Estonia,2,1,Friendly,Finland
2024-04-14,Trinidad and Tobago,Guyana,2,1,Friendly,Trinidad and Tobago
2024-04-16,Trinidad and Tobago,Guyana,2,0,Friendly,Trinidad and Tobago
2024-04-26,Grenada,Saint Vincent and the Grenadines,0,3,Friendly,Grenada
2024-04-26,Guatemala,Nicaragua,1,1,Friendly,United States
2024-05-31,Bolivia,Mexico,0,1,Friendly,United States
2024-05-31,Costa Rica,Uruguay,0,0,Friendly,Costa Rica
2024-06-02,Indonesia,Tanzania,0,0,Friendly,Indonesia
2024-06-03,Albania,Liechtenstein,3,0,Friendly,Hungary
2024-06-03,Croatia,North Macedonia,3,0,Friendly,Croatia
2024-06-03,England,Bosnia and Herzegovina,3,0,Friendly,England
2024-06-03,Germany,Ukraine,0,0,Friendly,Germany
2024-06-03,Gibraltar,Scotland,0,2,Friendly,Portugal
2024-06-04,Austria,Serbia,2,1,Friendly,Austria
2024-06-04,Italy,Turkey,0,0,Friendly,Italy
2024-06-04,Portugal,Finland,4,2,Friendly,Portugal
2024-06-04,Republic of Ireland,Hungary,2,1,Friendly,Republic of Ireland
2024-06-04,Romania,Bulgaria,0,0,Friendly,Romania
2024-06-04,Slovenia,Armenia,2,1,Friendly,Slovenia
2024-06-04,Switzerland,Estonia,4,0,Friendly,Switzerland
2024-06-05,Belgium,Montenegro,2,0,Friendly,Belgium
2024-06-05,Denmark,Sweden,2,1,Friendly,Denmark
2024-06-05,France,Luxembourg,3,0,Friendly,France
2024-06-05,Mexico,Uruguay,0,4,Friendly,United States
2024-06-05,Norway,Kosovo,3,0,Friendly,Norway
2024-06-05,San Marino,Slovakia,0,4,Friendly,Austria
2024-06-05,Spain,Andorra,5,0,Friendly,Spain
2024-06-06,Gibraltar,Wales,0,0,Friendly,Portugal
2024-06-06,Netherlands,Canada,4,0,Friendly,Netherlands
2024-06-07,Albania,Azerbaijan,3,1,Friendly,Hungary
2024-06-07,Armenia,Kazakhstan,2,1,Friendly,Armenia
2024-06-07,Belarus,Russia,0,4,Friendly,Belarus
2024-06-07,Cambodia,Mongolia,2,0,Friendly,Cambodia
2024-06-07,Czech Republic,Malta,7,1,Friendly,Austria
2024-06-07,England,Iceland,0,1,Friendly,England
2024-06-07,Germany,Greece,2,1,Friendly,Germany
2024-06-07,Peru,Paraguay,0,0,Friendly,Peru
2024-06-07,Poland,Ukraine,3,1,Friendly,Poland
2024-06-07,Romania,Liechtenstein,0,0,Friendly,Romania
2024-06-07,Scotland,Finland,2,2,Friendly,Scotland
2024-06-08,Brunei,Sri Lanka,1,0,Friendly,Brunei
2024-06-08,Belgium,Luxembourg,3,0,Friendly,Belgium
2024-06-08,Denmark,Norway,3,1,Friendly,Denmark
2024-06-08,Hungary,Israel,3,0,Friendly,Hungary
2024-06-08,Mexico,Brazil,2,3,Friendly,United States
2024-06-08,Moldova,Cyprus,3,2,Friendly,Moldova
2024-06-08,Portugal,Croatia,1,2,Friendly,Portugal
2024-06-08,Slovenia,Bulgaria,1,1,Friendly,Slovenia
2024-06-08,Spain,Northern Ireland,5,1,Friendly,Spain
2024-06-08,Sweden,Serbia,0,3,Friendly,Sweden
2024-06-08,Switzerland,Austria,1,1,Friendly,Switzerland
2024-06-08,United States,Colombia,1,5,Friendly,United States
2024-06-09,Argentina,Ecuador,1,0,Friendly,United States
2024-06-09,France,Canada,0,0,Friendly,France
2024-06-09,Italy,Bosnia and Herzegovina,1,0,Friendly,Italy
2024-06-09,Montenegro,Georgia,1,3,Friendly,Montenegro
2024-06-09,Slovakia,Wales,4,0,Friendly,Slovakia
2024-06-10,Czech Republic,North Macedonia,2,1,Friendly,Czech Republic
2024-06-10,Netherlands,Iceland,4,0,Friendly,Netherlands
2024-06-10,Poland,Turkey,2,1,Friendly,Poland
2024-06-11,Brunei,Sri Lanka,1,0,Friendly,Brunei
2024-06-11,Andorra,Northern Ireland,0,2,Friendly,Spain
2024-06-11,Azerbaijan,Kazakhstan,3,2,Friendly,Hungary
2024-06-11,Chile,Paraguay,3,0,Friendly,Chile
2024-06-11,Greece,Malta,2,0,Friendly,Austria
2024-06-11,Israel,Belarus,4,0,Friendly,Hungary
2024-06-11,Moldova,Ukraine,0,4,Friendly,Moldova
2024-06-11,Mongolia,Cambodia,2,1,Friendly,Mongolia
2024-06-11,Portugal,Republic of Ireland,3,0,Friendly,Portugal
2024-06-11,San Marino,Cyprus,1,4,Friendly,San Marino
2024-06-12,Ecuador,Bolivia,3,1,Friendly,United States
2024-06-12,United States,Brazil,1,1,Friendly,United States
2024-06-14,Germany,Scotland,5,1,UEFA Euro,Germany
2024-06-14,Argentina,Guatemala,4,1,Friendly,United States
2024-06-14,El Salvador,Peru,0,1,Friendly,United States
2024-06-15,Hungary,Switzerland,1,3,UEFA Euro,Germany
2024-06-15,Spain,Croatia,3,0,UEFA Euro,Germany
2024-06-15,Italy,Albania,2,1,UEFA Euro,Germany
2024-06-15,Colombia,Bolivia,3,0,Friendly,United States
2024-06-16,Ecuador,Honduras,2,1,Friendly,United States
2024-06-16,Slovenia,Denmark,1,1,UEFA Euro,Germany
2024-06-16,Serbia,England,0,1,UEFA Euro,Germany
2024-06-16,Poland,Netherlands,1,2,UEFA Euro,Germany
2024-06-16,Panama,Paraguay,0,1,Friendly,Panama
2024-06-17,Austria,France,0,1,UEFA Euro,Germany
2024-06-17,Romania,Ukraine,3,0,UEFA Euro,Germany
2024-06-17,Belgium,Slovakia,0,1,UEFA Euro,Germany
2024-06-18,Turkey,Georgia,3,1,UEFA Euro,Germany
2024-06-18,Portugal,Czech Republic,2,1,UEFA Euro,Germany
2024-06-19,Germany,Hungary,2,0,UEFA Euro,Germany
2024-06-19,Scotland,Switzerland,1,1,UEFA Euro,Germany
2024-06-19,Croatia,Albania,2,2,UEFA Euro,Germany
2024-06-20,Spain,Italy,1,0,UEFA Euro,Germany
2024-06-20,Slovenia,Serbia,1,1,UEFA Euro,Germany
2024-06-20,Denmark,England,1,1,UEFA Euro,Germany
2024-06-21,Poland,Austria,1,3,UEFA Euro,Germany
2024-06-21,Netherlands,France,0,0,UEFA Euro,Germany
2024-06-21,Slovakia,Ukraine,1,2,UEFA Euro,Germany
2024-06-22,Belgium,Romania,2,0,UEFA Euro,Germany
2024-06-22,Georgia,Czech Republic,1,1,UEFA Euro,Germany
2024-06-22,Turkey,Portugal,0,3,UEFA Euro,Germany
2024-06-23,Germany,Switzerland,1,1,UEFA Euro,Germany
2024-06-23,Scotland,Hungary,0,1,UEFA Euro,Germany
2024-06-24,Albania,Spain,0,1,UEFA Euro,Germany
2024-06-24,Croatia,Italy,1,1,UEFA Euro,Germany
2024-06-25,England,Slovenia,0,0,UEFA Euro,Germany
2024-06-25,Denmark,Serbia,0,0,UEFA Euro,Germany
2024-06-25,Netherlands,Austria,2,3,UEFA Euro,Germany
2024-06-25,France,Poland,1,1,UEFA Euro,Germany
2024-06-26,Slovakia,Romania,1,1,UEFA Euro,Germany
2024-06-26,Ukraine,Belgium,0,0,UEFA Euro,Germany
2024-06-26,Georgia,Portugal,2,0,UEFA Euro,Germany
2024-06-26,Czech Republic,Turkey,1,2,UEFA Euro,Germany
2024-06-29,Switzerland,Italy,2,0,UEFA Euro,Germany
2024-06-29,Germany,Denmark,2,0,UEFA Euro,Germany
2024-06-30,England,Slovakia,2,1,UEFA Euro,Germany
2024-06-30,Spain,Georgia,4,1,UEFA Euro,Germany
2024-07-01,France,Belgium,1,0,UEFA Euro,Germany
2024-07-01,Portugal,Slovenia,0,0,UEFA Euro,Germany
2024-07-02,Romania,Netherlands,0,3,UEFA Euro,Germany
2024-07-02,Austria,Turkey,1,2,UEFA Euro,Germany
2024-07-05,Germany,Spain,1,2,UEFA Euro,Germany
2024-07-05,Portugal,France,0,0,UEFA Euro,Germany
2024-07-06,England,Switzerland,1,1,UEFA Euro,Germany
2024-07-06,Netherlands,Turkey,2,1,UEFA Euro,Germany
2024-07-09,Spain,France,2,1,UEFA Euro,Germany
2024-07-10,Netherlands,England,1,2,UEFA Euro,Germany
2024-07-14,Spain,England,2,1,UEFA Euro,Germany
2024-07-27,Guatemala,El Salvador,0,1,Friendly,United States
2024-07-27,Jordan,North Korea,0,0,Friendly,Jordan
2024-08-29,Jordan,North Korea,2,1,Friendly,Jordan
2024-09-01,Guatemala,Uruguay,1,1,Friendly,United States
2024-09-04,Gibraltar,Andorra,1,0,Friendly,Gibraltar
2024-09-05,Bhutan,Bangladesh,0,1,Friendly,Bhutan
2024-09-05,Vietnam,Russia,0,3,Friendly,Vietnam
2024-09-05,Portugal,Croatia,2,1,UEFA Nations League,Portugal
2024-09-05,Scotland,Poland,2,3,UEFA Nations League,Scotland
2024-09-05,Denmark,Switzerland,2,0,UEFA Nations League,Denmark
2024-09-05,Serbia,Spain,0,0,UEFA Nations League,Serbia
2024-09-05,Azerbaijan,Sweden,1,3,UEFA Nations League,Azerbaijan
2024-09-05,Estonia,Slovakia,0,1,UEFA Nations League,Estonia
2024-09-05,Northern Ireland,Luxembourg,2,0,UEFA Nations League,Northern Ireland
2024-09-05,Belarus,Bulgaria,0,0,UEFA Nations League,Hungary
2024-09-05,San Marino,Liechtenstein,1,0,UEFA Nations League,San Marino
2024-09-06,Belgium,Israel,3,1,UEFA Nations League,Hungary
2024-09-06,France,Italy,1,3,UEFA Nations League,France
2024-09-06,Kazakhstan,Norway,0,0,UEFA Nations League,Kazakhstan
2024-09-06,Slovenia,Austria,1,1,UEFA Nations League,Slovenia
2024-09-06,Iceland,Montenegro,2,0,UEFA Nations League,Iceland
2024-09-06,Wales,Turkey,0,0,UEFA Nations League,Wales
2024-09-06,Kosovo,Romania,0,3,UEFA Nations League,Kosovo
2024-09-06,Lithuania,Cyprus,0,1,UEFA Nations League,Lithuania
2024-09-07,Mexico,New Zealand,3,0,Friendly,United States
2024-09-07,United States,Canada,1,2,Friendly,United States
2024-09-07,Germany,Hungary,5,0,UEFA Nations League,Germany
2024-09-07,Netherlands,Bosnia and Herzegovina,5,2,UEFA Nations League,Netherlands
2024-09-07,Georgia,Czech Republic,4,1,UEFA Nations League,Georgia
2024-09-07,Ukraine,Albania,1,2,UEFA Nations League,Czech Republic
2024-09-07,Republic of Ireland,England,0,2,UEFA Nations League,Republic of Ireland
2024-09-07,Greece,Finland,3,0,UEFA Nations League,Greece
2024-09-07,Faroe Islands,North Macedonia,1,1,UEFA Nations League,Faroe Islands
2024-09-07,Armenia,Latvia,4,1,UEFA Nations League,Armenia
2024-09-07,Moldova,Malta,2,0,UEFA Nations League,Moldova
2024-09-08,Bhutan,Bangladesh,1,0,Friendly,Bhutan
2024-09-08,Portugal,Scotland,2,1,UEFA Nations League,Portugal
2024-09-08,Croatia,Poland,1,0,UEFA Nations League,Croatia
2024-09-08,Denmark,Serbia,2,0,UEFA Nations League,Denmark
2024-09-08,Switzerland,Spain,1,4,UEFA Nations League,Switzerland
2024-09-08,Slovakia,Azerbaijan,2,0,UEFA Nations League,Slovakia
2024-09-08,Sweden,Estonia,3,0,UEFA Nations League,Sweden
2024-09-08,Luxembourg,Belarus,0,1,UEFA Nations League,Luxembourg
2024-09-08,Bulgaria,Northern Ireland,1,0,UEFA Nations League,Bulgaria
2024-09-08,Gibraltar,Liechtenstein,2,2,UEFA Nations League,Gibraltar
2024-09-09,France,Belgium,2,0,UEFA Nations League,France
2024-09-09,Israel,Italy,1,2,UEFA Nations League,Hungary
2024-09-09,Norway,Austria,2,1,UEFA Nations League,Norway
2024-09-09,Slovenia,Kazakhstan,3,0,UEFA Nations League,Slovenia
2024-09-09,Montenegro,Wales,1,2,UEFA Nations League,Montenegro
2024-09-09,Turkey,Iceland,3,1,UEFA Nations League,Turkey
2024-09-09,Cyprus,Kosovo,0,4,UEFA Nations League,Cyprus
2024-09-09,Romania,Lithuania,3,1,UEFA Nations League,Romania
2024-09-10,Mexico,Canada,0,0,Friendly,United States
2024-09-10,Moldova,San Marino,1,0,Friendly,Moldova
2024-09-10,United States,New Zealand,1,1,Friendly,United States
2024-09-10,Vietnam,Thailand,1,2,Friendly,Vietnam
2024-09-10,Hungary,Bosnia and Herzegovina,0,0,UEFA Nations League,Hungary
2024-09-10,Netherlands,Germany,2,2,UEFA Nations League,Netherlands
2024-09-10,Albania,Georgia,0,1,UEFA Nations League,Albania
2024-09-10,Czech Republic,Ukraine,3,2,UEFA Nations League,Czech Republic
2024-09-10,England,Finland,2,0,UEFA Nations League,England
2024-09-10,Republic of Ireland,Greece,0,2,UEFA Nations League,Republic of Ireland
2024-09-10,Latvia,Faroe Islands,1,0,UEFA Nations League,Latvia
2024-09-10,North Macedonia,Armenia,2,0,UEFA Nations League,North Macedonia
2024-09-10,Andorra,Malta,0,1,UEFA Nations League,Andorra
2024-10-10,Liechtenstein,Hong Kong,1,0,Friendly,Liechtenstein
2024-10-10,Myanmar,Sri Lanka,2,0,Friendly,Myanmar
2024-10-10,Israel,France,1,4,UEFA Nations League,Hungary
2024-10-10,Italy,Belgium,2,2,UEFA Nations League,Italy
2024-10-10,England,Greece,1,2,UEFA Nations League,England
2024-10-10,Finland,Republic of Ireland,1,2,UEFA Nations League,Finland
2024-10-10,Austria,Kazakhstan,4,0,UEFA Nations League,Austria
2024-10-10,Norway,Slovenia,3,0,UEFA Nations League,Norway
2024-10-10,Latvia,North Macedonia,0,3,UEFA Nations League,Latvia
2024-10-10,Faroe Islands,Armenia,2,2,UEFA Nations League,Faroe Islands
2024-10-10,Gibraltar,San Marino,1,0,UEFA Nations League,Gibraltar
2024-10-10,Moldova,Andorra,2,0,UEFA Nations League,Moldova
2024-10-11,Cambodia,Taiwan,3,2,Friendly,Cambodia
2024-10-11,Bosnia and Herzegovina,Germany,1,2,UEFA Nations League,Bosnia and Herzegovina
2024-10-11,Hungary,Netherlands,1,1,UEFA Nations League,Hungary
2024-10-11,Czech Republic,Albania,2,0,UEFA Nations League,Czech Republic
2024-10-11,Ukraine,Georgia,1,0,UEFA Nations League,Poland
2024-10-11,Iceland,Wales,2,2,UEFA Nations League,Iceland
2024-10-11,Turkey,Montenegro,1,0,UEFA Nations League,Turkey
2024-10-11,Estonia,Azerbaijan,3,1,UEFA Nations League,Estonia
2024-10-11,Slovakia,Sweden,2,2,UEFA Nations League,Slovakia
2024-10-12,United States,Panama,2,0,Friendly,United States
2024-10-12,Vietnam,India,1,1,Friendly,Vietnam
2024-10-12,Croatia,Scotland,2,1,UEFA Nations League,Croatia
2024-10-12,Poland,Portugal,1,3,UEFA Nations League,Poland
2024-10-12,Serbia,Switzerland,2,0,UEFA Nations League,Serbia
2024-10-12,Spain,Denmark,1,0,UEFA Nations League,Spain
2024-10-12,Lithuania,Kosovo,1,2,UEFA Nations League,Lithuania
2024-10-12,Cyprus,Romania,0,3,UEFA Nations League,Cyprus
2024-10-12,Bulgaria,Luxembourg,0,0,UEFA Nations League,Bulgaria
2024-10-12,Belarus,Northern Ireland,0,0,UEFA Nations League,Hungary
2024-10-13,Andorra,San Marino,2,0,Friendly,Andorra
2024-10-13,Myanmar,Sri Lanka,0,0,Friendly,Myanmar
2024-10-13,Finland,England,1,3,UEFA Nations League,Finland
2024-10-13,Greece,Republic of Ireland,2,0,UEFA Nations League,Greece
2024-10-13,Kazakhstan,Slovenia,0,1,UEFA Nations League,Kazakhstan
2024-10-13,Austria,Norway,5,1,UEFA Nations League,Austria
2024-10-13,Faroe Islands,Latvia,1,1,UEFA Nations League,Faroe Islands
2024-10-13,Armenia,North Macedonia,0,2,UEFA Nations League,Armenia
2024-10-13,Liechtenstein,Gibraltar,0,0,UEFA Nations League,Liechtenstein
2024-10-13,Malta,Moldova,1,0,UEFA Nations League,Malta
2024-10-14,New Zealand,Malaysia,4,0,Friendly,New Zealand
2024-10-14,Belgium,France,1,2,UEFA Nations League,Belgium
2024-10-14,Italy,Israel,4,1,UEFA Nations League,Italy
2024-10-14,Bosnia and Herzegovina,Hungary,0,2,UEFA Nations League,Bosnia and Herzegovina
2024-10-14,Germany,Netherlands,1,0,UEFA Nations League,Germany
2024-10-14,Georgia,Albania,0,1,UEFA Nations League,Georgia
2024-10-14,Ukraine,Czech Republic,1,1,UEFA Nations League,Poland
2024-10-14,Iceland,Turkey,2,4,UEFA Nations League,Iceland
2024-10-14,Wales,Montenegro,1,0,UEFA Nations League,Wales
2024-10-14,Azerbaijan,Slovakia,1,3,UEFA Nations League,Azerbaijan
2024-10-14,Estonia,Sweden,0,3,UEFA Nations League,Estonia
2024-10-15,Canada,Panama,2,1,Friendly,Canada
2024-10-15,Hong Kong,Cambodia,3,0,Friendly,Hong Kong
2024-10-15,Mexico,United States,2,0,Friendly,Mexico
2024-10-15,Scotland,Portugal,0,0,UEFA Nations League,Scotland
2024-10-15,Poland,Croatia,3,3,UEFA Nations League,Poland
2024-10-15,Spain,Serbia,3,0,UEFA Nations League,Spain
2024-10-15,Switzerland,Denmark,2,2,UEFA Nations League,Switzerland
2024-10-15,Kosovo,Cyprus,3,0,UEFA Nations League,Kosovo
2024-10-15,Lithuania,Romania,1,2,UEFA Nations League,Lithuania
2024-10-15,Northern Ireland,Bulgaria,5,0,UEFA Nations League,Northern Ireland
2024-10-15,Belarus,Luxembourg,1,1,UEFA Nations League,Hungary
2024-11-13,Bangladesh,Maldives,0,1,Friendly,Bangladesh
2024-11-13,Tajikistan,Nepal,4,0,Friendly,Tajikistan
2024-11-14,Belgium,Italy,0,1,UEFA Nations League,Belgium
2024-11-14,France,Israel,0,0,UEFA Nations League,France
2024-11-14,Republic of Ireland,Finland,1,0,UEFA Nations League,Republic of Ireland
2024-11-14,Greece,England,0,3,UEFA Nations League,Greece
2024-11-14,Kazakhstan,Austria,0,2,UEFA Nations League,Kazakhstan
2024-11-14,Slovenia,Norway,1,4,UEFA Nations League,Slovenia
2024-11-14,North Macedonia,Latvia,1,0,UEFA Nations League,North Macedonia
2024-11-14,Armenia,Faroe Islands,0,1,UEFA Nations League,Armenia
2024-11-14,Hong Kong,Philippines,3,1,Friendly,Hong Kong
2024-11-14,Malaysia,Laos,3,1,Friendly,Thailand
2024-11-14,Malta,Liechtenstein,2,0,Friendly,Malta
2024-11-14,Singapore,Myanmar,3,2,Friendly,Singapore
2024-11-14,Thailand,Lebanon,0,0,Friendly,Thailand
2024-11-15,Portugal,Poland,5,1,UEFA Nations League,Portugal
2024-11-15,Scotland,Croatia,1,0,UEFA Nations League,Scotland
2024-11-15,Denmark,Spain,1,2,UEFA Nations League,Denmark
2024-11-15,Switzerland,Serbia,1,1,UEFA Nations League,Switzerland
2024-11-15,Cyprus,Lithuania,2,1,UEFA Nations League,Cyprus
2024-11-15,Romania,Kosovo,0,0,UEFA Nations League,Romania
2024-11-15,Northern Ireland,Belarus,2,0,UEFA Nations League,Northern Ireland
2024-11-15,Luxembourg,Bulgaria,0,1,UEFA Nations League,Luxembourg
2024-11-15,San Marino,Gibraltar,1,1,UEFA Nations League,San Marino
2024-11-15,Russia,Brunei,2,1,Friendly,Russia
2024-11-16,Germany,Bosnia and Herzegovina,7,0,UEFA Nations League,Germany
2024-11-16,Netherlands,Hungary,4,0,UEFA Nations League,Netherlands
2024-11-16,Albania,Czech Republic,0,0,UEFA Nations League,Albania
2024-11-16,Georgia,Ukraine,1,1,UEFA Nations League,Georgia
2024-11-16,Montenegro,Iceland,0,2,UEFA Nations League,Montenegro
2024-11-16,Turkey,Wales,0,0,UEFA Nations League,Turkey
2024-11-16,Azerbaijan,Estonia,0,0,UEFA Nations League,Azerbaijan
2024-11-16,Sweden,Slovakia,2,1,UEFA Nations League,Sweden
2024-11-16,Andorra,Moldova,0,1,UEFA Nations League,Andorra
2024-11-16,Bangladesh,Maldives,2,1,Friendly,Bangladesh
2024-11-16,Nepal,Afghanistan,2,0,Friendly,Tajikistan
2024-11-16,Sri Lanka,Yemen,1,0,Friendly,Qatar
2024-11-17,Israel,Belgium,1,0,UEFA Nations League,Hungary
2024-11-17,Italy,France,1,3,UEFA Nations League,Italy
